Дата,Цена,Откр.,Макс.,Мин.,Объём,Изм. %,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,SMA_20,EMA_20,RSI,MACD,Signal_Line
2022-06-02,681.5,709.0,709.0,676.5,748000,-3.74,3,2,6,2022,153,2,22,683.975,685.2449727919444,51.24999999999999,-8.036541159459148,-11.081453456875801
2022-06-03,680.0,695.5,695.5,668.0,540000,-0.22,4,2,6,2022,154,3,22,683.825,685.6391804542543,49.375,-8.623062294570445,-11.842681531229964
2022-06-06,678.0,680.0,689.5,669.5,313000,-0.29,0,2,6,2022,157,6,23,683.525,686.2327783968075,36.76470588235295,-9.09352291000971,-12.647586340394842
2022-06-07,687.0,678.0,687.5,654.5,658000,1.33,1,2,6,2022,158,7,23,683.275,687.099386649103,46.11650485436893,-9.358095944115576,-13.536102197991124
2022-06-08,696.0,690.0,702.0,687.0,593000,1.31,2,2,6,2022,159,8,23,682.825,687.1098484016402,48.46938775510204,-10.476033221187322,-14.580603761460008
2022-06-09,678.5,688.0,708.0,668.5,589000,-2.51,3,2,6,2022,160,9,23,682.325,686.1740429702339,51.44230769230769,-12.666912680705195,-15.606746396528179
2022-06-10,671.5,672.5,681.0,668.0,274000,-1.03,4,2,6,2022,161,10,23,682.875,686.9818369671007,46.5,-13.497207370043157,-16.341704825483923
2022-06-14,668.0,670.0,675.0,656.5,366000,-0.52,1,2,6,2022,165,14,24,683.35,688.6115040162691,47.02970297029703,-13.647915029961155,-17.052829189344113
2022-06-15,677.5,665.0,693.5,660.0,189000,1.42,2,2,6,2022,166,15,24,684.05,690.7811360179817,52.432432432432435,-13.285394042729877,-17.90405772918985
2022-06-16,685.5,675.0,688.0,675.0,159000,1.18,3,2,6,2022,167,16,24,683.225,692.179150335664,54.18994413407822,-13.596716069314994,-19.058723650804847
2022-06-17,686.5,687.5,687.5,680.0,102000,0.15,4,2,6,2022,168,17,24,682.1,692.8822187920497,50.25906735751296,-14.610851222239035,-20.42422554617731
2022-06-20,689.0,685.5,690.0,672.0,247000,0.36,0,2,6,2022,171,20,25,681.15,693.554031296476,49.743589743589745,-15.794553163284036,-21.877569127161877
2022-06-21,683.5,689.5,693.5,680.0,353000,-0.8,1,2,6,2022,172,21,25,680.15,694.0334030118945,51.243781094527364,-17.330193776570127,-23.398323118131337
2022-06-22,682.0,689.0,689.5,655.0,439000,-0.22,2,2,6,2022,173,22,25,680.45,695.1421822763044,50.0,-18.478154068050685,-24.915355453521638
2022-06-23,679.5,693.5,693.5,675.5,275000,-0.37,3,2,6,2022,174,23,25,680.775,696.5255698843365,57.80590717299578,-19.521868417277915,-26.524655799889373
2022-06-24,681.0,679.5,688.5,672.5,219000,0.22,4,2,6,2022,175,24,25,681.2,698.3177351353194,57.56302521008404,-20.315527555130984,-28.275352645542238
2022-06-27,705.0,685.0,732.5,672.0,797000,3.52,0,2,6,2022,178,27,26,682.475,700.1406546232477,68.84422110552764,-21.185753908461606,-30.26530891814505
2022-06-28,695.0,705.0,720.0,692.0,399000,-1.42,1,2,6,2022,179,28,26,682.9,699.6291445835896,64.28571428571428,-24.431959124407854,-32.53519767056591
2022-06-29,699.0,695.5,708.0,695.0,444000,0.58,2,2,6,2022,180,29,26,683.45,700.1164229608096,54.418604651162795,-27.20174164913317,-34.56100730710541
2022-06-30,675.5,702.0,730.0,650.0,1366000,-3.36,3,2,6,2022,181,30,26,683.675,700.2339411672106,42.35294117647059,-30.748602374886104,-36.40082372159848
2022-07-01,678.5,675.5,694.5,650.0,542000,0.44,4,3,7,2022,182,1,26,685.225,702.8375139216537,44.24242424242425,-32.4357067575761,-37.81387905827657
2022-07-04,674.0,678.5,686.0,669.0,296000,-0.66,0,3,7,2022,185,4,27,690.55,705.399357492354,33.160621761658035,-34.422727889553926,-39.15842213345168
