Дата,Цена,Откр.,Макс.,Мин.,Объём,Изм. %,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,SMA_20,EMA_20,RSI,MACD,Signal_Line
2021-03-01,1184.8,1179.8,1200.0,1158.6,2154000,2.14,0,1,3,2021,60,1,9,1215.3700000000001,1229.4388136192888,26.714285714285666,-53.66801090726972,-60.97699785239027
2021-03-02,1167.8,1155.8,1195.4,1154.0,2244000,-1.43,1,1,3,2021,61,2,9,1219.5800000000002,1234.1376361055297,16.585365853658445,-56.37466237586432,-62.8042445886704
2021-03-03,1170.0,1165.0,1194.4,1163.0,3568000,0.19,2,1,3,2021,62,3,9,1223.78,1241.1205451692697,17.024793388429714,-57.27842970667598,-64.41164014187191
2021-03-04,1200.0,1158.0,1200.0,1158.0,1934000,2.56,3,1,3,2021,63,4,9,1228.82,1248.6069183449824,23.311546840958528,-57.82282466772381,-66.19494275067089
2021-03-05,1205.0,1238.0,1238.0,1181.2,3259000,0.42,4,1,3,2021,64,5,9,1233.6,1253.723436065507,21.88139059304696,-60.73115678647628,-68.28797227140765
2021-03-09,1205.0,1205.0,1230.0,1180.0,4311000,0.0,1,1,3,2021,68,9,10,1238.15,1258.8522188092445,19.851576994434055,-64.06897477388065,-70.1771761426405
2021-03-10,1201.0,1185.6,1201.0,1168.0,1711000,-0.33,2,1,3,2021,69,10,10,1244.09,1264.5208734207438,17.557251908396864,-67.39733191745677,-71.70422648483047
2021-03-11,1200.8,1201.0,1201.0,1178.4,1425000,-0.02,3,1,3,2021,70,11,10,1255.54,1271.2072811492433,29.064039408866947,-70.25792838918528,-72.7809501266739
2021-03-12,1190.0,1200.0,1205.0,1183.2,400000,-0.9,4,1,3,2021,71,12,10,1270.6,1278.6185739017953,18.92307692307689,-72.8667925638033,-73.41170556104605
2021-03-15,1188.2,1191.4,1205.0,1180.2,1551000,-0.15,0,1,3,2021,74,15,11,1286.2,1287.9468448388266,14.901960784313715,-74.03713494575163,-73.54793381035674
2021-03-16,1205.0,1197.0,1205.0,1189.6,1158000,1.41,1,1,3,2021,75,16,11,1300.99,1298.446512716598,16.691068814055612,-74.27074089586381,-73.42563352650801
2021-03-17,1201.4,1209.0,1209.0,1180.0,1547000,-0.3,2,1,3,2021,76,17,11,1316.31,1308.2829877393976,11.940298507462728,-75.1991508046126,-73.21435668416905
2021-03-18,1209.6,1205.0,1214.0,1185.6,2045000,0.68,3,1,3,2021,77,18,11,1331.74,1319.533828554071,7.418856259659975,-74.92378816734845,-72.71815815405816
2021-03-19,1250.0,1215.0,1270.2,1198.0,3609000,3.34,4,1,3,2021,78,19,11,1347.36,1331.105810507131,6.611570247933898,-74.31743384607921,-72.1667506507356
2021-03-22,1250.0,1263.8,1298.0,1235.6,2219000,0.0,0,1,3,2021,81,22,12,1361.61,1339.643264244724,6.611570247933898,-76.57597892917056,-71.62907985189969
2021-03-23,1250.0,1249.8,1250.0,1225.0,1573000,0.0,1,1,3,2021,82,23,12,1375.61,1349.079397323116,12.062256809338535,-78.34487132352842,-70.39235508258196
2021-03-24,1249.8,1250.0,1250.0,1231.2,806000,-0.02,2,1,3,2021,83,24,12,1390.1,1359.5088075676545,11.025029797377826,-79.46305948762097,-68.40422602234534
2021-03-25,1249.0,1249.6,1250.0,1241.0,1077000,-0.06,3,1,3,2021,84,25,12,1404.6100000000001,1371.0571031010918,11.183819155264757,-79.71408424269748,-65.63951765602643
2021-03-26,1260.0,1250.0,1270.0,1236.0,2347000,0.88,4,1,3,2021,85,26,12,1419.55,1383.905219216996,11.150652431791258,-78.7935509774652,-62.12087600935867
2021-03-29,1270.0,1264.0,1281.8,1250.2,3579000,0.79,0,1,3,2021,88,29,13,1433.55,1396.9478738714167,11.052322163433303,-77.59252777744177,-57.95270726733203
2021-03-30,1269.0,1270.6,1284.6,1250.0,2418000,-0.08,1,1,3,2021,89,30,13,1447.1,1410.3108079631447,12.08599651365489,-75.94914867083071,-53.04275213980459
2021-03-31,1251.8,1280.0,1280.0,1247.0,1311000,-1.36,2,1,3,2021,90,31,13,1460.66,1425.185629854002,7.244655581947768,-72.64506626681691,-47.316153007048065
2021-04-01,1270.8,1260.0,1270.8,1250.0,1439000,1.52,3,2,4,2021,91,1,13,1475.0700000000002,1443.4367487860022,7.672955974842779,-65.61992739817651,-40.98392469210585
2021-04-02,1295.6,1281.0,1310.0,1262.0,1169000,1.95,4,2,4,2021,92,2,13,1488.5300000000002,1461.6090381318973,8.106312292358822,-57.63336938913858,-34.82492401558819
2021-04-05,1296.0,1299.8,1300.0,1290.4,957000,0.03,0,2,4,2021,95,5,14,1500.75,1479.0836737247284,10.44098573281454,-49.126404521033464,-29.12281267220059
2021-04-06,1323.8,1299.8,1340.0,1275.0,1382000,2.15,1,2,4,2021,96,6,14,1512.55,1498.3556393799631,11.434659090909108,-37.59458529634617,-24.121914709992367
2021-04-07,1430.0,1324.4,1493.4,1300.6,3787000,8.02,2,2,4,2021,97,7,14,1523.37,1516.7299172094329,18.728717366628814,-25.159505699798274,-20.753747063403914
2021-04-08,1502.0,1455.0,1621.0,1330.0,14624000,5.03,3,2,4,2021,98,8,14,1528.52,1525.859382178847,31.800766283524922,-19.734956750025503,-19.652307404305322
2021-04-09,1502.0,1503.0,1529.2,1427.0,10272000,0.0,4,2,4,2021,99,9,14,1530.73,1528.3708960924098,31.800766283524922,-19.85511490140607,-19.631645067875276
2021-04-12,1484.0,1499.8,1517.4,1475.0,5592000,-1.2,0,2,4,2021,102,12,15,1532.91,1531.1467798916108,17.592592592592624,-19.719678725148015,-19.57577760949258
2021-04-13,1511.4,1490.0,1513.6,1476.8,3217000,1.85,1,2,4,2021,103,13,15,1536.03,1536.10959882757,34.62686567164185,-17.427253951449302,-19.53980233057872
2021-04-14,1510.0,1511.4,1551.0,1501.8,11043000,-0.09,2,2,4,2021,104,14,15,1537.7,1538.710609230472,29.53929539295389,-17.037617182816348,-20.067939425361075
2021-04-15,1522.0,1519.6,1533.0,1496.0,4079000,0.79,3,2,4,2021,105,15,15,1539.46,1541.7327786231533,42.02898550724638,-16.149933639102073,-20.825519985997257
2021-04-16,1535.0,1527.8,1541.0,1506.4,10173000,0.85,4,2,4,2021,106,16,15,1540.16,1543.8099132150642,41.907514450867026,-16.00383669946541,-21.994416572721054
2021-04-19,1530.0,1548.0,1570.0,1520.0,3033000,-0.33,0,2,4,2021,109,19,16,1540.3600000000001,1544.7372725008604,37.962962962963076,-16.90821716270034,-23.492061541034964
2021-04-20,1539.8,1533.0,1559.0,1522.2,3959000,0.64,1,2,4,2021,110,20,16,1540.56,1546.2885643430561,44.086021505376266,-17.307506886135798,-25.13802263561862
2021-04-21,1540.0,1547.8,1548.8,1525.2,5887000,0.01,2,2,4,2021,111,21,16,1540.0099999999998,1546.9715711160095,45.804195804195885,-18.563218396612683,-27.09565157298932
2021-04-22,1547.8,1542.6,1549.0,1530.8,1729000,0.51,3,2,4,2021,112,22,16,1539.9,1547.7054207071683,52.610441767068146,-19.916316093306932,-29.228759867083475
2021-04-23,1540.0,1540.0,1545.0,1505.0,6451000,-0.5,4,2,4,2021,113,23,16,1539.0,1547.6954649921333,53.90624999999995,-22.14785073754888,-31.55687081052761
2021-04-26,1541.0,1537.8,1544.0,1510.0,2670000,0.06,0,2,4,2021,116,26,17,1538.19,1548.5055139386736,51.87969924812028,-23.879768036380483,-33.90912582877229
2021-04-27,1540.2,1541.0,1541.0,1522.0,2066000,-0.05,1,2,4,2021,117,27,17,1537.41,1549.2955680374814,55.40069686411146,-25.844800399087262,-36.41646527687024
